USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0 225884  9664 ?        Ss   Aug01   0:21 /sbin/init splash
cynet    11646  0.0  0.0 416240  5896 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
cynet    11647  0.0  0.0 268628  4752 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
cynet    11652  0.0  0.0 445736  9376 tty3     Sl+  Aug01   0:04 /usr/lib/gnome-settings-daemon/gsd-sharing
cynet    11653  0.0  0.0 370960  7912 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
cynet    11657  0.0  0.0 327872  8044 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-sound
cynet    11666  0.0  0.1 487308 21700 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
cynet    11670  0.0  0.1 421136 21392 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-wacom
cynet    11674  0.0  0.0 271052  5900 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
cynet    11679  0.0  0.1 336408 19988 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
cynet    11683  0.0  0.1 651460 21968 tty3     Sl+  Aug01   1:55 /usr/lib/gnome-settings-daemon/gsd-color
cynet    11687  0.0  0.0 462636 13704 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-datetime
cynet    11688  0.0  0.0 357432  7288 tty3     Sl+  Aug01   0:15 /usr/lib/gnome-settings-daemon/gsd-housekeeping
cynet    11689  0.0  0.1 490808 20808 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
cynet    11694  0.0  0.1 1009076 23464 tty3    Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
cynet    11696  0.0  0.0 271052  5896 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-mouse
cynet    11720  0.0  0.0 501664 12708 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-printer
cynet    11740  0.0  0.6 1155456 105152 tty3   Sl+  Aug01   0:04 nautilus-desktop
cynet    11748  0.0  0.0 271936  6460 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
cynet    11750  0.0  1.5 1485568 247948 tty3   SLl+ Aug01   1:00 /usr/bin/gnome-software --gapplication-service
cynet    11756  0.0  0.4 885340 67856 ?        Ssl  Aug01   0:00 /usr/lib/evolution/evolution-calendar-factory
cynet    11768  0.0  0.0 361268  7540 ?        Sl   Aug01   0:05 /usr/lib/gvfs/gvfsd-trash --spawner :1.13 /org/gtk/gvfs/exec_spaw/0
cynet    11797  0.0  0.3 1129176 62692 ?       Sl   Aug01   0:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx11756x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/11756/2
cynet    11799  0.0  0.0 197784  6456 tty3     Sl   Aug01   0:02 /usr/lib/ibus/ibus-engine-simple
cynet    11817  0.0  0.1 725624 24160 ?        Ssl  Aug01   0:00 /usr/lib/evolution/evolution-addressbook-factory
cynet    11828  0.0  0.1 1010128 26832 ?       Sl   Aug01   0:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx11817x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/11817/2
cynet    11852  0.0  0.0 197396  5880 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfsd-metadata
root     12013  0.0  0.0  71996  4284 pts/4    S    12:06   0:00 sudo su
root     12014  0.0  0.0  65140  3916 pts/4    S    12:06   0:00 su
root     12015  0.0  0.0  21580  3980 pts/4    S    12:06   0:00 bash
cynet    12196  0.0  0.1 637352 31652 tty3     Sl+  Aug01   0:06 update-notifier
cynet    12267  0.0  0.0  18968  4016 tty3     S+   12:07   0:00 git push -u origin dev-linux-cr
cynet    12269  0.0  0.0  52272  5868 tty3     S+   12:07   0:00 /usr/bin/ssh git@github.com git-receive-pack 'seanshx/DFIR.git'
cynet    12396  0.0  0.2 870936 34684 tty3     Sl+  Aug01   0:00 /usr/lib/deja-dup/deja-dup-monitor
cynet    12682  0.0  0.2 794888 37512 ?        Ssl  Aug01   0:10 /usr/lib/gnome-terminal/gnome-terminal-server
cynet    12692  0.0  0.0  22848  5456 pts/3    Ss   Aug01   0:00 bash
root     12768  0.0  0.0      0     0 ?        I    12:10   0:00 [kworker/u8:0]
cynet    12816  0.4  0.7 4968432 120268 tty3   Sl+  12:10   0:04 /home/cynet/.vscode/extensions/ms-vscode.cpptools-1.16.3-linux-x64/bin/cpptools-srv 11511 {8864E64C-0758-4464-A429-4015549EFBDB}
root     12952  0.0  0.0      0     0 ?        I    12:11   0:00 [kworker/0:1]
root     12953  0.0  0.0      0     0 ?        I    12:11   0:00 [kworker/2:1]
root     13067  0.0  0.0      0     0 ?        I    12:11   0:00 [kworker/1:1]
cynet    13211  0.0  0.4 1176378172 73800 tty3 Sl+  12:12   0:00 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/extensions/markdown-language-features/server/dist/node/workerMain --node-ipc --clientProcessId=11354
root     13656  0.0  0.0      0     0 ?        I    12:21   0:00 [kworker/u8:1]
root     13858  0.0  0.0      0     0 ?        I    12:25   0:00 [kworker/1:2]
root     14047  0.0  0.0 237412  2092 pts/4    Sl+  12:26   0:00 ./main_app
root     14051  0.0  0.0   4636   776 pts/4    S+   12:26   0:00 sh -c netstat -a
root     14052  0.0  0.0   4636   860 pts/4    S+   12:26   0:00 sh -c ps -aux
root     14054  0.0  0.0  24956  2940 pts/4    S+   12:26   0:00 netstat -a
root     14056  0.0  0.0  39672  3696 pts/4    R+   12:26   0:00 ps -aux
root     15169  0.0  0.0  71992  4348 pts/3    S    Aug01   0:00 sudo su
root     15170  0.0  0.0  65140  3800 pts/3    S    Aug01   0:00 su
root     15171  0.0  0.0  76780  7824 ?        Ss   Aug01   0:00 /lib/systemd/systemd --user
root     15172  0.0  0.0 259248  2720 ?        S    Aug01   0:00 (sd-pam)
root     15183  0.0  0.0  21596  3960 pts/3    S+   Aug01   0:00 bash
cynet    15741  0.0  0.3 920472 53564 ?        Sl   Aug01   0:04 /usr/bin/nautilus --gapplication-service
root     16625  0.5  0.2 1578552 48812 ?       Ssl  Aug01  35:29 /usr/bin/containerd
root     16936  0.0  0.4 1565940 70140 ?       Ssl  Aug01   0:43 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root     27381  0.0  0.0      0     0 ?        S<   Aug03   0:00 [loop28]
